epd_name,declared_unit,gwp_per_declared_unit,mass_per_declared_unit,thickness,thickness_per_declared_unit,density,reference_service_life,gwp_per_m3 (kg CO2 eq/m3),gwp_per_m2 (kg CO2 eq/m2),gwp_per_kg (kg CO2 eq/kg),gwp_per_unit (kg CO2 eq/unit),category_mass_per_declared_unit,category_declared_unit,mass_per_area,original_ec3_link,description,Material Category
"XPS Insulation Board, 60 psi low-GWP",1 m2,4.534 kgCO2e,1.16 kg,,,25.632 kg / m3,,100.18576552608,4.534,3.90862069,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/1550bf24e13e42c7ae68dc68f2739b8a,"The products include extruded polystyrene insulation boards manufactured at the company’s production facility in Winchester, VA. The products are constructed from polystyrene plastics and various blowing agents sourced from various local and regional suppliers. A product with a standard blowing agent and a low-GWP blowing agent are included.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® XPS Insulation - Average,1 m2,50.4 kgCO2e,,,,,,0.0,50.4,0.0,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® XPSInsulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition, is GREENGUARD Gold certified and offers the the industry’s only lifetime limited warranty.* FOAMULAR® XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® XPSInsulation products is its compressive strength. FOAMULAR® XPS Insulation has compressive strengths of 15, 25, 40, 60 and 100psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations,or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® XPSInsulation is an integral component of our OwensCorning® ResidentialCcomplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios.",Extruded Polystyrene (XPS) Foam Board
"XPS Insulation Board, 25 psi Low-GWP",1 m2,3.7415 kgCO2e,0.914 kg,,,25.63 kg / m3,,104.91755471053999,3.7415,4.093544858,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/1550bf24e13e42c7ae68dc68f2739b8a,"The products include extruded polystyrene insulation boards manufactured at the company’s production facility in
Winchester, VA. The products are constructed from polystyrene plastics and various blowing agents sourced from various
local and regional suppliers. A product with a standard blowing agent and a low-GWP blowing agentare included.",Extruded Polystyrene (XPS) Foam Board
"XPS Insulation Board, 40 psi, Low-GWP",1 m2,3.7745 kgCO2e,0.928 kg,,,28.84 kg / m3,,117.30234913992,3.7745,4.067349138,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/1550bf24e13e42c7ae68dc68f2739b8a,"The products include extruded polystyrene insulation boards manufactured at the company’s production facility in Winchester, VA. The products are constructed from polystyrene plastics and various blowing agents sourced from various local and regional suppliers. A product with a standard blowing agent and a low-GWP blowing agentare included.",Extruded Polystyrene (XPS) Foam Board
"XPS Insulation Board, 60 psi standard",1 m2,4.6183 kgCO2e,1.17 kg,,,25.632 kg / m3,,101.176295377824,4.6183,3.947264957,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/1550bf24e13e42c7ae68dc68f2739b8a,"The products include extruded polystyrene insulation boards manufactured at the company’s production facility in Winchester, VA. The products are constructed from polystyrene plastics and various blowing agents sourced from various local and regional suppliers. A product with a standard blowing agent and a low-GWP blowing agent are included.",Extruded Polystyrene (XPS) Foam Board
"Declaration XPS Insulation Boards, 60 PSI _ Waa) 2 by SCS GLOBAL SERVICES 7 y r_ ""a e ENVIRONMENTAL ",1 m,60 kgCO2e,1.16 kg,,,25.6 kg / m3,,1324.1379310080001,0.0,51.72413793,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/1550bf24e13e42c7ae68dc68f2739b8a,"The products include extruded polystyrene insulation boards manufactured at the company’s production facility in
Winchester, VA. The products are constructed from polystyrene plastics and various blowing agents sourced from various
local and regional suppliers. A product with a standard blowing agent and a low-GWP blowing agentare included.",Extruded Polystyrene (XPS) Foam Board
"XPS Insulation Board, 40 psi, Standard",1 m2,3.581 kgCO2e,0.928 kg,,,28.84 kg / m3,,111.28883620988,3.581,3.858836207,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/2534cb83788443e584ec4147f7381522,"The products include extruded polystyrene insulation boards manufactured at the company’s production facility in Winchester, VA. The products are constructed from polystyrene plastics and various blowing agents sourced from various local and regional suppliers. A product with a standard blowing agent and a low-GWP blowing agentare included.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® NGX™ 400 XPS Insulation,1 m2,10.2613 kgCO2e,0.829 kg,,0.028799999999999996 m,28.83323407 kg / m3,75 years,356.8956148808839,10.2613,12.37792521,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® NGX™ XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition is GREENGUARD Gold certified, offers the the industry’s only lifetime limited warranty.* FOAMULAR® NGX™ XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® NGX™ XPS Insulation products is its compressive strength. FOAMULAR® NGX™ XPS Insulation has compressive strengths of 15, 20, 25, 30, 35, 40, 60 and 100 psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations, or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® NGX™ XPS Insulation is an integral component of our Owens Corning® ResidentialComplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios. FOAMULAR® NGX™ contains the additional benefit of being manufactured with a blowing agent formulation that delivers a 90% reduction to Global Warming Potential (100 year) compared to FOAMULAR® blowing agent, including the complete elimination of HFC 134a.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® XPS Insulation - 250,1 m2,53.3 kgCO2e,0.715 kg,,0.0288 m,24.828675 kg/m3,75 years,1850.8648637492213,53.3,74.54545455,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® XPS Insulation - 150,1 m2,44.7 kgCO2e,0.6 kg,,0.0288 m,20.82405 kg/m3,75 years,1551.391725,44.7,74.5,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® XPS Insulation - 600,1 m2,75.7 kgCO2e,1.01 kg,,0.0288 m,35.240700000000004 kg/m3,75 years,2641.307910908535,75.7,74.95049505,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® XPS Insulation - 400,1 m2,61.9 kgCO2e,0.8299999999999998 kg,,0.0288 m,28.83330000000001 kg/m3,75 years,2150.3388794312255,61.9,74.57831325,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® XPS Insulation - 1000,1 m2,103 kgCO2e,1.3799999999999988 kg,,0.0288 m,48.05550000000001 kg/m3,75 years,4579.270231464856,103.0,95.29128261,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® NGX™150 XPS Insulation,1 m2,7.52611352 kgCO2e,0.777 kg,,0.0288 m,20.82405 kg/m3,75 years,201.70420108155332,7.52611352,9.686117786,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® NGX™ XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition is GREENGUARD Gold certified, offers the the industry’s only lifetime limited warranty.* FOAMULAR® NGX™ XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® NGX™ XPS Insulation products is its compressive strength. FOAMULAR® NGX™ XPS Insulation has compressive strengths of 15, 20, 25, 30, 35, 40, 60 and 100 psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations, or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® NGX™ XPS Insulation is an integral component of our Owens Corning® ResidentialComplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios. FOAMULAR® NGX™ contains the additional benefit of being manufactured with a blowing agent formulation that delivers a 90% reduction to Global Warming Potential (100 year) compared to FOAMULAR® blowing agent, including the complete elimination of HFC 134a.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® NGX™ 600 XPS Insulation,1 m2,12.73500192 kgCO2e,0.777 kg,,0.028799999999999996 m,35.240700000000004 kg/m3,75 years,577.5937994011022,12.73500192,16.38996386,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® NGX™ XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition is GREENGUARD Gold certified, offers the the industry’s only lifetime limited warranty.* FOAMULAR® NGX™ XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® NGX™ XPS Insulation products is its compressive strength. FOAMULAR® NGX™ XPS Insulation has compressive strengths of 15, 20, 25, 30, 35, 40, 60 and 100 psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations, or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® NGX™ XPS Insulation is an integral component of our Owens Corning® ResidentialComplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios. FOAMULAR® NGX™ contains the additional benefit of being manufactured with a blowing agent formulation that delivers a 90% reduction to Global Warming Potential (100 year) compared to FOAMULAR® blowing agent, including the complete elimination of HFC 134a.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® NGX™ 350 XPS Insulation,1 m2,9.84333864 kgCO2e,0.777 kg,,0.028799999999999996 m,24.828675 kg/m3,75 years,314.5393256689125,9.84333864,12.6683895,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® NGX™ XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition is GREENGUARD Gold certified, offers the the industry’s only lifetime limited warranty.* FOAMULAR® NGX™ XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® NGX™ XPS Insulation products is its compressive strength. FOAMULAR® NGX™ XPS Insulation has compressive strengths of 15, 20, 25, 30, 35, 40, 60 and 100 psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations, or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® NGX™ XPS Insulation is an integral component of our Owens Corning® ResidentialComplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios. FOAMULAR® NGX™ contains the additional benefit of being manufactured with a blowing agent formulation that delivers a 90% reduction to Global Warming Potential (100 year) compared to FOAMULAR® blowing agent, including the complete elimination of HFC 134a.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® NGX™ C-300 XPS Insulation,1 m2,9.25916424 kgCO2e,0.777 kg,,0.028799999999999996 m,24.828675 kg/m3,75 years,295.87230324361576,9.25916424,11.91655629,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® NGX™ XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition is GREENGUARD Gold certified, offers the the industry’s only lifetime limited warranty.* FOAMULAR® NGX™ XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® NGX™ XPS Insulation products is its compressive strength. FOAMULAR® NGX™ XPS Insulation has compressive strengths of 15, 20, 25, 30, 35, 40, 60 and 100 psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations, or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® NGX™ XPS Insulation is an integral component of our Owens Corning® ResidentialComplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios. FOAMULAR® NGX™ contains the additional benefit of being manufactured with a blowing agent formulation that delivers a 90% reduction to Global Warming Potential (100 year) compared to FOAMULAR® blowing agent, including the complete elimination of HFC 134a.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® NGX™ 250 XPS Insulation,1 m2,8.96707704 kgCO2e,0.777 kg,,0.028799999999999996 m,24.828675 kg/m3,75 years,286.5387921551108,8.96707704,11.54063969,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® NGX™ XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition is GREENGUARD Gold certified, offers the the industry’s only lifetime limited warranty.* FOAMULAR® NGX™ XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® NGX™ XPS Insulation products is its compressive strength. FOAMULAR® NGX™ XPS Insulation has compressive strengths of 15, 20, 25, 30, 35, 40, 60 and 100 psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations, or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® NGX™ XPS Insulation is an integral component of our Owens Corning® ResidentialComplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios. FOAMULAR® NGX™ contains the additional benefit of being manufactured with a blowing agent formulation that delivers a 90% reduction to Global Warming Potential (100 year) compared to FOAMULAR® blowing agent, including the complete elimination of HFC 134a.",Extruded Polystyrene (XPS) Foam Board
FOAMULAR® NGX™ C-200 & CodeBord XPS Insulation,1 m2,8.39263888 kgCO2e,0.777 kg,,0.028799999999999996 m,20.82405 kg/m3,75 years,224.927582587812,8.39263888,10.80133704,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"FOAMULAR® NGX™ XPS Insulation is a comprehensive line of rigid foam products that are easy to use, resist water absorption, deliver high compressive strength and maintain a high R-value throughout the life of the building.* It has third-party certified recycled content - certified by SCS Global Services - and, in addition is GREENGUARD Gold certified, offers the the industry’s only lifetime limited warranty.* FOAMULAR® NGX™ XPS Insulation is made with Owens Corning’s patented Hydrovac® process technology under strict quality control measures, which makes it highly resistant to moisture and permits the product to retain its high R-value year after year even after prolonged exposure to moisture and freeze/thaw cycling. Another primary difference with FOAMULAR® NGX™ XPS Insulation products is its compressive strength. FOAMULAR® NGX™ XPS Insulation has compressive strengths of 15, 20, 25, 30, 35, 40, 60 and 100 psi. The variety of products provides different strengths for use in walls, where there is almost no compressive load, or intermediate strength product for use with modest loads such as around foundations, or in low slope roofs. It also is suitable for use under high load pavement, such as floors or plaza decks. FOAMULAR® NGX™ XPS Insulation is an integral component of our Owens Corning® ResidentialComplete® Wall Systems and the Owens Corning® CommercialComplete® Wall Systems portfolios. FOAMULAR® NGX™ contains the additional benefit of being manufactured with a blowing agent formulation that delivers a 90% reduction to Global Warming Potential (100 year) compared to FOAMULAR® blowing agent, including the complete elimination of HFC 134a.",Extruded Polystyrene (XPS) Foam Board
Thermafiber Mineral Wool - Joplin FireSpan 90 (Heavy Density),1 m2,2.65 kgCO2e,,,,,,0.0,2.65,0.0,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Thermafiber Mineral Wool Insulation produced by Owens Corning. This EPD covers thermal insulation products manufactured at Joplin and Wabash facilities, including both light and heavy density products. The optimized EPD shows environmental impact reductions achieved through increased plant operating efficiency, improved cupola and manufacturing line operational stability, and density efficiency work.",Mineral Wool Heavy Density Blanket
Thermafiber Mineral Wool Light and Heavy Density Mineral Wool Insulation,1 m²,4.77 kgCO2e,,,,,,0.0,4.77,0.0,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Product Identification
Thermafiber® Mineral Wool Insulation products are comprised of semi-rigid and rigid
boards and batts. Mineral wool resists mold, fungi, and is vermin proof due to its
being an inorganic material. The R-value of Thermafiber® Mineral Wool Insulation
ranges from 3.7 - 4.3 per inch of thickness. It is available in multiple thicknesses,
densities, and various facings by product type. Reflected by its R-value, mineral
wool’s insulating performance is achieved by its densely packed fibers. Its high
resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Heavy Density Blanket
Thermafiber Formaldehyde-Free Mineral Wool Light and Heavy Density Mineral Wool,1 m2,4 kgCO2e,3.52 kg,,,,,0.0,4.0,1.136363636,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Product Identification
Thermafiber® FF Mineral Wool Insulation products are comprised of
semi-rigid and rigid boards and batts. Mineral wool resists mold, fungi,
and vermin dueto its being an inorganic material. The R-value of
Thermafiber® FF Mineral WoolInsulation ranges from 3.7 - 4.3 per inch
of thickness. It is available in multiple thicknesses, densities, and various
facings by product type. Reflected by its R-value, mineral wool’s
insulating performanceis achieved by its densely packed fibers. Its high
resistance to heat flow translates into year-round comfort and energy
savings.",Mineral Wool Heavy Density Blanket
Thermafiber Mineral Wool Light and Heavy Density Mineral Wool Insulation,1 m²,4.77 kgCO2e,,,,,,0.0,4.77,0.0,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Product Identification
Thermafiber® Mineral Wool Insulation products are comprised of semi-rigid and rigid
boards and batts. Mineral wool resists mold, fungi, and is vermin proof due to its
being an inorganic material. The R-value of Thermafiber® Mineral Wool Insulation
ranges from 3.7 - 4.3 per inch of thickness. It is available in multiple thicknesses,
densities, and various facings by product type. Reflected by its R-value, mineral
wool’s insulating performance is achieved by its densely packed fibers. Its high
resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Light Density Blanket
Thermafiber Mineral Wool Insulation - light density batt - unfaced,1 m2,4.77 kgCO2e,1.68 kg,,0.0347 m,,,0.0,4.77,2.839285714,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Thermafiber® Mineral Wool Insulation products are comprised of semi- rigid and rigid boards and batts. Mineral wool resists mold, fungi, and is vermin proof due to its being an inorganic material. The R-value of Thermafiber® Mineral Wool Insulation ranges from 3.7 - 4.3 per inch of thickness. It is available in multiple thicknesses, densities, and various facings by product type. Reflected by its R-value, mineral wool's insulating performance is achieved by its densely packed fibers. Its high resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Light Density Blanket
Thermafiber Mineral Wool Insulation - light density batt - faced,1 m2,5.25 kgCO2e,1.76 kg,,0.0347 m,,,0.0,5.25,2.982954545,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Thermafiber® Mineral Wool Insulation products are comprised of semi- rigid and rigid boards and batts. Mineral wool resists mold, fungi, and is vermin proof due to its being an inorganic material. The R-value of Thermafiber® Mineral Wool Insulation ranges from 3.7 - 4.3 per inch of thickness. It is available in multiple thicknesses, densities, and various facings by product type. Reflected by its R-value, mineral wool's insulating performance is achieved by its densely packed fibers. Its high resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Light Density Blanket
Thermafiber Mineral Wool Insulation - light density batt - faced,1 m2,5.25 kgCO2e,1.76 kg,,0.0347 m,,,0.0,5.25,2.982954545,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Thermafiber® Mineral Wool Insulation products are comprised of semi- rigid and rigid boards and batts. Mineral wool resists mold, fungi, and is vermin proof due to its being an inorganic material. The R-value of Thermafiber® Mineral Wool Insulation ranges from 3.7 - 4.3 per inch of thickness. It is available in multiple thicknesses, densities, and various facings by product type. Reflected by its R-value, mineral wool's insulating performance is achieved by its densely packed fibers. Its high resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Light Density Blanket
Thermafiber Mineral Wool Insulation - light density batt - unfaced,1 m2,4.77 kgCO2e,1.68 kg,,0.0347 m,,,0.0,4.77,2.839285714,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Thermafiber® Mineral Wool Insulation products are comprised of semi- rigid and rigid boards and batts. Mineral wool resists mold, fungi, and is vermin proof due to its being an inorganic material. The R-value of Thermafiber® Mineral Wool Insulation ranges from 3.7 - 4.3 per inch of thickness. It is available in multiple thicknesses, densities, and various facings by product type. Reflected by its R-value, mineral wool's insulating performance is achieved by its densely packed fibers. Its high resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Light Density Blanket
Thermafiber Formaldehyde-Free Mineral Wool Light and Heavy Density Mineral Wool,1 m2,4 kgCO2e,3.52 kg,,,,,0.0,4.0,1.136363636,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Product Identification
Thermafiber® FF Mineral Wool Insulation products are comprised of
semi-rigid and rigid boards and batts. Mineral wool resists mold, fungi,
and vermin dueto its being an inorganic material. The R-value of
Thermafiber® FF Mineral WoolInsulation ranges from 3.7 - 4.3 per inch
of thickness. It is available in multiple thicknesses, densities, and various
facings by product type. Reflected by its R-value, mineral wool’s
insulating performanceis achieved by its densely packed fibers. Its high
resistance to heat flow translates into year-round comfort and energy
savings.",Mineral Wool Light Density Blanket
Thermafiber Formaldehyde-Free Mineral Wool Insulation - light density batt - faced,1 m2,4.48 kgCO2e,1.57 kg,,0.035 m,,,0.0,4.48,2.853503185,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Thermafiber® FF Mineral Wool Insulation products are comprised of semi-rigid and rigid boards and batts. Mineral wool resists mold, fungi, and vermindue to its being an inorganic material.The R-value of Thermafiber® FF Mineral Wool Insulationranges from 3.7-4.3per inch of thickness.It is available in multiple thicknesses, densities, and various facings by product type.Reflected by its R-value, mineral wool’s insulating performance is achieved by its densely packed fibers.Its high resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Light Density Blanket
Thermafiber Formaldehyde-Free Mineral Wool Insulation - light density batt - unfaced,1 m2,4 kgCO2e,1.57 kg,,0.035 m,,,0.0,4.0,2.547770701,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/affc3c4ff6db42da943316a8f84c3dc2,"Thermafiber® FF Mineral Wool Insulation products are comprised of semi-rigid and rigid boards and batts. Mineral wool resists mold, fungi, and vermindue to its being an inorganic material.The R-value of Thermafiber® FF Mineral Wool Insulationranges from 3.7-4.3per inch of thickness.It is available in multiple thicknesses, densities, and various facings by product type.Reflected by its R-value, mineral wool’s insulating performance is achieved by its densely packed fibers.Its high resistance to heat flow translates into year-round comfort and energy savings.",Mineral Wool Light Density Blanket
"Fiberglass batts (faced), McPherson",1 m2,1.34 kgCO2e,1.416 kg,,,,,0.0,1.34,0.9463276836,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/9fe766e3e20f479aa452017db69ec8b5,"Product Identification
Fiberglass batts insulation is a blanket insulation produced from ranging R-values (thermal resistance). Fiberglass is
inorganic and noncombustible. In addition, the fibers will not rot or absorb moisture and do not support the growth of
mildew, mold, or fungus.
The following Johns Manville fiberglass batt products are covered by this environmental product declaration:
    •   Unfaced Fiberglass
    •   Kraft Faced Fiberglass
    •   Panel Deck FSK-25
    •   FSK-25
    •   ComfortTherm®
    •   Cavity-SHIELD™                                                         Figure 1: Cavity-SHIELD™ fiberglass",Fiberglass Batts
"Fiberglass batts (faced), Penbryn",1 m2,0.879 kgCO2e,1.416 kg,,,,,0.0,0.879,0.6207627119,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/9fe766e3e20f479aa452017db69ec8b5,"Product Identification
Fiberglass batts insulation is a blanket insulation produced from ranging R-values (thermal resistance). Fiberglass is
inorganic and noncombustible. In addition, the fibers will not rot or absorb moisture and do not support the growth of
mildew, mold, or fungus.
The following Johns Manville fiberglass batt products are covered by this environmental product declaration:
    •   Unfaced Fiberglass
    •   Kraft Faced Fiberglass
    •   Panel Deck FSK-25
    •   FSK-25
    •   ComfortTherm®
    •   Cavity-SHIELD™                                                         Figure 1: Cavity-SHIELD™ fiberglass",Fiberglass Batts
"Fiberglass batts (unfaced), McPherson",1 m2,1.29 kgCO2e,1.3807 kg,,,,,0.0,1.29,0.934308684,0.0,,,0.0,https://buildingtransparency.org/ec3/organizations/9fe766e3e20f479aa452017db69ec8b5,"Product Identification
Fiberglass batts insulation is a blanket insulation produced from ranging R-values (thermal resistance). Fiberglass is
inorganic and noncombustible. In addition, the fibers will not rot or absorb moisture and do not support the growth of
mildew, mold, or fungus.
The following Johns Manville fiberglass batt products are covered by this environmental product declaration:
    •   Unfaced Fiberglass
    •   Kraft Faced Fiberglass
    •   Panel Deck FSK-25
    •   FSK-25
    •   ComfortTherm®
    •   Cavity-SHIELD™                                                         Figure 1: Cavity-SHIELD™ fiberglass",Fiberglass Batts
